Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes,gap_between_netflix_release_and_release,Country Count,Language Count,is_hidden_gem,year_added
Criticsized,,"Psychological Thrillers,Thriller Movies,Crime Thrillers,US Movies",English,Movie,6.2,,1-2 hour,Carl T. Evans,"Renato Biribin Jr., Carl T. Evans","James Kyson, Kerr Smith, Callum Blue, Mike Marino",,3.6,17.0,,,,,2016-12-13,2021-02-28,173.0,1538.0,1,1,False,2021
Communication & Lies,,"Korean Movies,Dramas,Independent Movies",English,Movie,7.4,,1-2 hour,Christopher Banks,"Christopher Banks, David Blakey","Alexander Campbell, Rita Lefau Ryan, Rudi Vodanovich, Richard Lambeth",,5.0,,,,,,,2021-02-28,105.0,,1,1,False,2021
Clover,,"Romantic Dramas,Dramas,Romantic Movies,Japanese Movies",English,Movie,7.0,,1-2 hour,Jon Abrahams,Michael Testone,"Mark Webber, Nicole Elizabeth Berger, Erika Christensen, Jon Abrahams",,4.2,,43.0,,,,2020-04-03,2021-02-28,246.0,331.0,1,1,False,2021
Blood Orange,,"Independent Movies,Thriller Movies,British",English,Movie,5.9,,1-2 hour,Toby Tobias,Toby Tobias,"Ben Lamb, Iggy Pop, Kacey Clarke, Antonio Magro",Not Rated,4.3,7.0,,,,,2016-04-29,2021-02-28,742.0,1766.0,1,1,False,2021
The Big Shot,,"Action & Adventure,Chinese Movies,Crime Action & Adventure,Mainland Chinese Movies",English,Movie,8.0,,1-2 hour,Lewis Seiler,"Bertram Millhauser, Abem Finkel, Daniel Fuchs","Susan Peters, Humphrey Bogart, Richard Travis, Irene Manning",Approved,6.7,,,,,,1942-06-13,2021-02-28,782.0,28750.0,1,1,False,2021
Angels Time,,"Romantic Dramas,Korean Movies,Dramas,Romantic Movies",English,Movie,4.0,,1-2 hour,,"David Greenwalt, Joss Whedon","J. August Richards, Alexis Denisof, David Boreanaz, Charisma Carpenter",TV-14,7.9,,,12.0,48.0,,1999-10-05,2021-02-28,64596.0,7817.0,1,1,False,2021
After My Death,,"Korean Movies,Dramas,Independent Movies,Mysteries",Korean,Movie,8.0,,1-2 hour,Kim Uiseok,Kim Uiseok,"Taekyung Lee, Yeo-bin Jeon, Young-hwa Seo, Won-Hee Go",,6.3,,,8.0,8.0,,2018-09-13,2021-02-28,224.0,899.0,1,1,False,2021
The Age of Blood,,"Action & Adventure,Korean Movies,Period Pieces",Korean,Movie,7.9,,1-2 hour,Hong-sun Kim,,"Seung-jin Hong, Su-a Hong, Jung Hae-In, Dan-bi Geum",,5.9,,,,,,2017-11-14,2021-02-28,148.0,1202.0,1,1,False,2021
The Accidental Detective 2: In Action,,"Korean Movies,Comedies,Mysteries",Korean,Movie,8.2,,1-2 hour,Eon-hie Lee,Han-Jin Jung,"Yeong-hie Seo, Sang-Woo Kwon, Dong-il Sung, Sung-je Cha",,6.5,73.0,,,,,2018-06-22,2021-02-28,513.0,982.0,1,1,False,2021
12 Feet Deep,,"Horror Movies,US Movies",English,Movie,2.8,,1-2 hour,Matt Eskandari,"Michael Hultquist, Matt Eskandari","Diane Farr, Christian Kain Blackburn, Nora-Jane Noone, Alexandra Park",Not Rated,5.5,,,,,,2017-06-20,2021-02-28,11977.0,1349.0,1,1,False,2021
1987: When the Day Comes,,"Movies Based on Real Life,Social Issue Dramas,Korean Movies,Dramas",Korean,Movie,7.1,,> 2 hrs,Joon-Hwan Jang,Kyung-chan Kim,"Hae-Jin Yoo, Jung-woo Ha, Kim Yoon-seok, Kim Tae-ri",Not Rated,7.8,82.0,,25.0,38.0,,2018-01-12,2021-02-28,3819.0,1143.0,1,1,False,2021
Enter the Fat Dragon,,"Action & Adventure,Chinese Movies,Comedies,Action Comedies,Hong Kong Movies","Cantonese, Japanese, English",Movie,7.2,,1-2 hour,"Kenji Tanigaki, Aman Chang","Kin-Hung Chan, Jing Wong, Koon-Nam Lui","Jing Wong, Niki Chow, Teresa Mo, Donnie Yen",TV-14,5.7,,,,,,2020-02-14,2021-02-28,1351.0,380.0,1,3,False,2021
Operation Buffalo,,"Comedy Programmes,Drama Programmes,Australian TV Programmes","English, Aboriginal",Series,7.9,,< 30 minutes,,,"Tony Martin, Jessica De Gouw, James Cromwell, Ewen Leslie",,6.3,,,1.0,11.0,,2020-05-31,2021-02-28,401.0,273.0,7,2,False,2021
Bigfoot Family,,"Children & Family Movies,Comedies,Family Features,Family Comedies",,Movie,7.6,,1-2 hour,"Ben Stassen, Jeremy Degruson","Bob Barlen, Ben Stassen, Cal Brunker","Kylian Trouillard, Marie Chevalot, Frederic Souterelle, Alexis Victor",TV-Y7,6.0,,,,1.0,,2020-08-05,2021-02-27,749.0,206.0,4,0,False,2021
The Girl on the Train,,"Bollywood Movies,Psychological Thrillers,Crime Movies,Thriller Movies,Movies Based on Books,Mysteries,Indian Movies,Crime Thrillers,Hindi-Language Movies","English, Spanish",Movie,2.6,,> 2 hrs,Tate Taylor,"Paula Hawkins, Erin Cressida Wilson","Emily Blunt, Justin Theroux, Rebecca Ferguson, Haley Bennett",R,6.5,44.0,48.0,4.0,12.0,,2016-10-07,2021-02-27,169614.0,1604.0,36,2,False,2021
Ginny & Georgia - The Afterparty,,"Comedies,Talk Shows,Variety TV",English,Movie,7.6,,30-60 mins,Susi Jirkuff,,"Georgi Nightingall, Howard Nightingall",,5.3,,,,,,2016-05-01,2021-02-27,7.0,1763.0,35,1,True,2021
Ride Your Wave,,"Sci-Fi & Fantasy,Anime Movies,Romantic Movies,Japanese Movies,Sci-Fi & Fantasy Anime,Romance Anime",Japanese,Movie,7.9,,1-2 hour,Masaaki Yuasa,Reiko Yoshida,"Kentaro Ito, Honoka Matsumoto, Rina Kawaei, Ryôta Katayose",Not Rated,6.8,93.0,63.0,2.0,3.0,,2020-02-19,2021-02-26,1601.0,373.0,1,1,False,2021
Baumbacher Syndrome,,"Comedies,German Movies,German Comedies","English, German",Movie,8.5,,1-2 hour,Gregory Kirchhoff,Gregory Kirchhoff,"László Branko Breiding, Kaweh Modiri, Ingvild Deila, Elit Iscan",,7.4,,,2.0,9.0,,2021-01-20,2021-02-26,332.0,37.0,2,2,False,2021
La Palma,,"Romantic Comedies,Comedies,Independent Movies,Romantic Movies,German Movies,German Comedies","German, English, Spanish, Danish",Movie,8.8,,1-2 hour,Erec Brehmer,"Britta Schwem, Erec Brehmer","Dani Alvarez, Daniel Sträßer, Jesper Ankarfeldt, Marleen Lohse",,7.6,,,,,,2020-06-04,2021-02-26,49.0,267.0,2,4,True,2021
Fuga,,"Dramas,Independent Movies,Music & Musicals,Chilean Movies & TV",Spanish,Movie,6.9,,1-2 hour,Pablo Larraín,"Hernan Rodriguez Matte, Mateo Iribarren, Pablo Larraín","Gastón Pauls, Benjamín Vicuña, Francisca Imboden, María Izquierdo",,6.2,33.0,,5.0,2.0,,2006-03-27,2021-02-26,932.0,5450.0,6,1,False,2021
Geez & Ann,,"Teen Movies,Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Indonesian Movies",English,Movie,9.0,,1-2 hour,,,"Angela Adams, J. Adams",,8.0,,,,,,2012-06-22,2021-02-26,40.0,3171.0,35,1,True,2021
Capone,,"Dramas,Crime Films,Crime Dramas,Gangster Films","English, Polish",Movie,2.3,,1-2 hour,Josh Trank,Josh Trank,"Linda Cardellini, Tom Hardy, Matt Dillon, Al Sapienza",R,4.7,,46.0,,1.0,,2020-05-12,2021-02-25,14436.0,289.0,1,2,False,2021
Vaterland: A Hunting Logbook,,"Dark Comedies,Czech Movies,Comedies,Thriller Movies",Czech,Movie,8.1,,1-2 hour,David Jarab,David Jarab,"Vasil Fridrich, Karel Roden, Frantisek Rehák, Petr Forman",,6.3,,,2.0,1.0,,2004-08-19,2021-02-25,135.0,6034.0,1,1,False,2021
The Last Bastion,,"TV Dramas,Period Pieces,Political TV Shows,Social Issue TV Dramas",English,Series,9.2,,< 30 minutes,,,"Ron Blanchard, Colin McEwan, Bill Hunter, Phil Perman",,8.5,,,,,,1984-11-06,2021-02-25,60.0,13260.0,6,1,False,2021
Princess Principal,,"Action Anime,Anime Series,Mystery & Thriller Anime",Japanese,Series,8.5,,< 30 minutes,,,"Akari Kageyama, Akira Sekine, Ayaka Imamura, You Taichi",TV-MA,7.3,,,1.0,1.0,,2017-07-09,2021-02-24,321.0,1326.0,1,1,False,2021
Above Suspicion,,"Films Based on Real Life,Dramas,Crime Dramas,Thrillers,Films Based on Books,Crime Thrillers,Police Thrillers,Police Movies,Police Dramas",English,Movie,6.6,,1-2 hour,Phillip Noyce,"Joe Sharkey, Chris Gerolmo","Jack Huston, Emilia Clarke, Sophie Lowe, Johnny Knoxville",R,5.5,,57.0,,,,2020-11-13,2021-02-24,2496.0,103.0,4,1,False,2021
A Call to Spy,,"Military Dramas,Films Based on Real Life,Dramas",English,Movie,7.4,,> 2 hrs,Lydia Dean Pilcher,Sarah Megan Thomas,"Sarah Megan Thomas, Radhika Apte, Linus Roache, Stana Katic",PG-13,6.3,,65.0,3.0,2.0,,2020-10-02,2021-02-23,1684.0,144.0,1,1,False,2021
Red,,"Dramas,Crime Movies,Crime Dramas,Indian Movies,Telugu-Language Movies","English, Russian",Movie,3.4,,> 2 hrs,Robert Schwentke,"Cully Hamner, Warren Ellis, Erich Hoeber, Jon Hoeber","Bruce Willis, Jefferson Brown, Mary-Louise Parker, Heidi von Palleske",PG-13,7.0,72.0,60.0,4.0,19.0,,2010-10-15,2021-02-23,290548.0,3784.0,17,2,False,2021
Made You Look: A True Story About Fake Art,,"Crime Movies,Crime Documentaries,Canadian Movies,True Crime Documentaries,Documentary Films",English,Movie,8.4,,1-2 hour,Barry Avrich,"Melissa Hood, Barry Avrich","Jack Flam, José Carlos Bergantiños Díaz, Patty Cohen, Domenico De Sole",,7.0,,,,,,2021-02-23,2021-02-23,214.0,0.0,35,1,False,2021
Il signor Diavolo,,"Italian Movies,Horror Movies,Thriller Movies",Italian,Movie,7.5,,1-2 hour,Pupi Avati,"Tommaso Avati, Antonio Avati, Pupi Avati","Gabriel Lo Giudice, Cesare Cremonini, Filippo Franchini, Massimo Bonetti",,6.0,,,1.0,3.0,,2019-08-22,2021-02-22,1002.0,550.0,1,1,False,2021
Chihayafuru,,"Drama Anime,Anime Series,Teen TV Shows,Japanese TV Shows,Romance Anime,School Anime,Family Watch Together TV,TV Shows Based on Manga",Japanese,Series,8.6,,< 30 minutes,,,"Asami Seto, Ai Kayano, Mamoru Miyano, Tôru Nara",TV-14,8.2,,,,1.0,,2011-10-05,2021-02-21,965.0,3427.0,1,1,False,2021
Classmates Minus,,"Dark Comedies,Political Comedies,Chinese Movies,Dramas,Comedies,Political Dramas,Independent Movies,Taiwanese Movies",,Movie,8.5,,> 2 hrs,Hsin-yao Huang,Hsin-yao Huang,"Na-Dou Lin, Ming-Shuai Shih, Jen-Shuo Cheng, Kuan-Ting Liu",,7.4,,,3.0,7.0,,2021-02-20,2021-02-21,494.0,1.0,36,0,False,2021
Oh My JUMP!,,"TV Comedies,TV Dramas,Japanese TV Series",Japanese,Series,9.2,,< 30 minutes,,,"Rina Ikoma, Toru Baba, Atsushi Itô, Kendô Kobayashi",,8.4,,,,,,2018-01-13,2021-02-20,5.0,1134.0,1,1,True,2021
The Mole Agent,,"Chilean Films & TV,Documentaries",Spanish,Movie,8.2,,1-2 hour,Maite Alberdi,Maite Alberdi,"Romulo Aitken, Sergio Chamy, Zoila Gonzalez, Petronila Abarca",Not Rated,7.6,,69.0,4.0,17.0,,2020-09-01,2021-02-20,839.0,172.0,3,1,False,2021
The Loop,,"Movies Based on Real Life,Action & Adventure,Dramas,Crime Movies,Polish Movies,Crime Dramas,Crime Action & Adventure,Polish Dramas,Gangster Movies",English,Movie,7.7,,1-2 hour,,"Will Gluck, Pam Brady","Eric Christian Olsen, Philip Baker Hall, Mimi Rogers, Bret Harrison",,7.3,,,,1.0,,,2021-02-20,1881.0,,1,1,False,2021
I Care a Lot,,"Dark Comedies,Crime Comedies,Satires,LGBTQ Movies,Comedies,Thriller Movies,Crime Thrillers",English,Movie,8.2,,1-2 hour,J Blakeson,J Blakeson,"Eiza González, Peter Dinklage, Dianne Wiest, Rosamund Pike",R,6.6,,67.0,,,,2021-02-19,2021-02-20,201.0,1.0,22,1,False,2021
No Escape Room,,"Horror Movies,Supernatural Horror Movies,Teen Screams",English,Movie,5.7,,1-2 hour,Alex Merkin,Jesse Mittelstadt,"Kathryn Davis, Hamza Haq, Mark Ghanimé, Jeni Ross",Unrated,5.2,33.0,,,,,2018-10-06,2021-02-19,2840.0,867.0,1,1,False,2021
Legacy of Lies,,"Action & Adventure,Independent Films,Spy Action & Adventure,Action Thrillers,British","English, Ukrainian, Russian",Movie,6.5,,1-2 hour,Adrian Bol,Adrian Bol,"Honor Kneafsey, Anna Butkevich, Yuliia Sobol, Scott Adkins",R,5.0,,,9.0,8.0,,2020-07-28,2021-02-19,1912.0,206.0,1,3,False,2021
2067,,"Sci-Fi & Fantasy,Australian Movies,Independent Movies,Thriller Movies,Sci-Fi Thrillers,Futuristic Sci-Fi,Cyberpunk",English,Movie,5.0,,1-2 hour,Seth Larney,"Dave Paterson, Seth Larney","Finn Little, Ryan Kwanten, Aaron Glenane, Kodi Smit-McPhee",Not Rated,4.8,,39.0,,,,2020-10-02,2021-02-19,4450.0,140.0,1,1,False,2021
Ronny & Klaid,,"Crime Comedies,Comedies,German Movies,German Crime Movies,German Comedies",German,Movie,7.8,,1-2 hour,Reinhold Schünzel,"Emeric Pressburger, Reinhold Schünzel","Willy Fritsch, Hans Wassmann, Käthe von Nagy, Otto Wallburg",,5.6,,,,,,1932-04-13,2021-02-19,5.0,32454.0,2,1,True,2021
Burden,,"Movies Based on Real Life,Dramas,Award-winning Dramas",English,Movie,7.8,,1-2 hour,Andrew Heckler,Andrew Heckler,"Garrett Hedlund, Tom Wilkinson, Andrea Riseborough, Forest Whitaker",R,6.6,97.0,57.0,2.0,1.0,,2020-06-09,2021-02-19,1814.0,255.0,1,1,False,2021
Collective,,"Political Documentaries,Romanian Movies,Documentaries","Romanian, English",Movie,7.8,,1-2 hour,Alexander Nanau,"Alexander Nanau, Antoaneta Opris","Razvan Lutac, Tedy Ursuleanu, Catalin Tolontan, Mirela Neag",Not Rated,8.4,,95.0,25.0,42.0,,2020-11-20,2021-02-19,3300.0,91.0,1,2,False,2021
Love,,"Psychological Thrillers,Dramas,Thrillers,Indian Films,Malayalam-language Films","English, French",Movie,2.5,,1-2 hour,Gaspar Noé,Gaspar Noé,"Klara Kristin, Ugo Fox, Karl Glusman, Aomi Muyock",TV-MA,6.1,40.0,51.0,2.0,1.0,,2015-10-30,2021-02-19,48843.0,1939.0,17,2,False,2021
Sisyphus,,"TV Action & Adventure,TV Dramas,Korean TV Shows,TV Thrillers,Sci-Fi TV",,Series,8.1,,< 30 minutes,Marcell Jankovics,,,,6.9,,,,2.0,,1974-10-01,2021-02-18,695.0,16942.0,13,0,False,2021
Eeb Allay Ooo!,,"Dark Comedies,Social Issue Dramas,Dramas,Comedies,Independent Movies,Indian Movies,Hindi-Language Movies",Hindi,Movie,8.3,,1-2 hour,Prateek Vats,"Shubham, Prateek Vats","Nutan Sinha, Shardul Bharadwaj, Shashi Bhushan, Mahender Nath",,7.4,,,4.0,3.0,,2020-12-18,2021-02-18,784.0,62.0,35,1,False,2021
Behind Her Eyes,,"TV Mysteries,TV Dramas,US TV Shows,TV Thrillers,TV Shows Based on Books",English,Series,8.1,,< 30 minutes,Mark Newton,Katherine Geren,"Victoria Clare, John Curley, Dylan Neumeyer, Katherine Geren",TV-14,6.2,,,,,,2018-05-15,2021-02-18,8.0,1010.0,36,1,True,2021
The Manson Family Massacre,,"Horror Movies,Supernatural Horror Movies,US Movies",English,Movie,6.4,,1-2 hour,Andrew Jones,Andrew Jones,"Vicki Glover, Ciaron Davies, Brendee Green, Michael David",Not Rated,3.0,,,,,,2019-08-06,2021-02-17,273.0,561.0,1,1,False,2021
Return of the King Huang Feihong,,"Action & Adventure,Chinese Movies,Martial Arts Movies,Mainland Chinese Movies",Chinese,Movie,7.1,,1-2 hour,Guo Yulong,,"Chen Lin, Yin Danni, Jingchuan Xu",,4.2,,,,,,2017-11-13,2021-02-17,5.0,1192.0,1,1,True,2021
Ten Years Japan,,"Sci-Fi & Fantasy,Sci-Fi Dramas,Japanese Movies",Japanese,Movie,8.8,,1-2 hour,"Akiyo Fujimura, Chie Hayakawa, Kei Ishikawa, Yusuke Kinoshita, Megumi Tsuno","Akiyo Fujimura, Chie Hayakawa, Jason Gray, Kei Ishikawa, Yusuke Kinoshita, Megumi Tsuno","Jun Kunimura, Taiga Nakano, Chizuru Ikewaki, Hana Sugisaki",,5.6,100.0,,,,,2018-11-03,2021-02-17,102.0,837.0,1,1,False,2021
Love at Second Sight,,"Sci-Fi & Fantasy,Romantic Comedies,Comedies,Romantic Movies,Fantasy Movies,French","French, English",Movie,6.7,,1-2 hour,Hugo Gélin,"Hugo Gélin, Igor Gotesman, Benjamin Parent, Laetitia Colombani, David Foenkinos","Benjamin Lavernhe, François Civil, Joséphine Japy, Camille Lellouche",,7.0,,,,1.0,,2019-04-03,2021-02-17,3527.0,686.0,1,2,False,2021
Liberation,,"Action & Adventure,Military Action & Adventure,Chinese Movies,Mainland Chinese Movies","Russian, German, Italian, Polish, English, French",Movie,8.6,,1-2 hour,Yuriy Ozerov,"Oskar Kurganov, Yuriy Ozerov, Yuri Bondarev","Mikhail Nozhkin, Mikhail Ulyanov, Larisa Golubkina, Nikolay Olyalin",,7.8,,,1.0,,,1971-11-01,2021-02-17,525.0,18006.0,1,6,False,2021
The King is Invincible,,"Action & Adventure,Chinese Movies,Martial Arts Movies,Mainland Chinese Movies",Chinese,Movie,7.8,,1-2 hour,"Xinyu Qiu, Kaiyi Liu",,"Qianlong Yang, Yaoyao Ma, Jiangtao Xue, Xingyi Wang",,5.7,,,,,,2019-07-28,2021-02-17,9.0,570.0,1,1,True,2021
Amanda,,"Dramas,French","French, English",Movie,7.3,,1-2 hour,Mikhaël Hers,"Maud Ameline, Mikhaël Hers","Stacy Martin, Ophélia Kolb, Vincent Lacoste, Isaure Multrier",G,7.0,,63.0,4.0,7.0,,2018-11-21,2021-02-17,2012.0,819.0,1,2,False,2021
Corpus Christi,,"Dramas,Polish Movies,Independent Movies",Polish,Movie,3.9,,1-2 hour,Jan Komasa,Mateusz Pacewicz,"Bartosz Bielenia, Tomasz Zietek, Eliza Rycembel, Aleksandra Konieczna",,7.7,,77.0,54.0,33.0,,2020-02-28,2021-02-17,13208.0,355.0,1,1,False,2021
The Shadow,,"Action & Adventure,Adventures,Crime Action & Adventure",English,Movie,2.4,,1-2 hour,Russell Mulcahy,"David Koepp, Walter B. Gibson","Alec Baldwin, Peter Boyle, Penelope Ann Miller, John Lone",PG-13,6.1,35.0,50.0,,4.0,,1994-07-01,2021-02-17,23422.0,9728.0,1,1,False,2021
Artysci,,"TV Dramas,Polish TV Shows",Polish,Series,8.9,,< 30 minutes,,,"Michal Majnicz, Marcin Czarnik, Klara Bielawka, Adam Cywka",,7.9,,,,1.0,,2016-09-02,2021-02-17,113.0,1629.0,1,1,False,2021
Overcoming,,"Sports Documentaries,Sports Movies,Danish Movies,Documentary Films","Danish, English, Italian, Spanish",Movie,8.7,,1-2 hour,Tómas Gislason,Tómas Gislason,"B.S. Christiansen, Ole Kaare Føli, Michelle Bartoli, Ivan Basso",,6.9,88.0,,,,,2006-04-28,2021-02-17,353.0,5409.0,15,4,False,2021
Se min kjole,,"Dramas,Independent Movies,Danish Movies",Danish,Movie,7.9,,1-2 hour,Hella Joof,"Ida Maria Rydén, Hella Joof","Julie Grundtvig Wester, Honey Shain, Stephanie Leon, Malou Reymann",,6.2,,,,12.0,,2009-07-03,2021-02-17,493.0,4247.0,17,1,False,2021
Aftermath,,"Dramas,Danish Movies","English, Thai",Movie,2.4,,1-2 hour,Elliott Lester,Javier Gullón,"Arnold Schwarzenegger, Judah Nelson, Maggie Grace, Scoot McNairy",R,5.7,42.0,44.0,,,,2017-04-07,2021-02-17,22226.0,1412.0,17,2,False,2021
Awara Paagal Deewana,,"Action & Adventure,Bollywood Films,Dramas,Comedies,Indian Films,Action Comedies,Hindi-language Films",Hindi,Movie,4.1,,> 2 hrs,Vikram Bhatt,"Neeraj Vora, Anand S. Vardhan, Khalid Azmi, Mangesh Kulkarni","Akshay Kumar, Paresh Rawal, Aftab Shivdasani, Sunil Shetty",Not Rated,6.2,54.0,,6.0,1.0,,2002-06-21,2021-02-16,7549.0,6815.0,17,1,False,2021
Unhinged,,Thrillers,English,Movie,2.5,,1-2 hour,Derrick Borte,Carl Ellsworth,"Caren Pistorius, Jimmi Simpson, Russell Crowe, Gabriel Bateman",R,6.1,,40.0,,1.0,,2020-08-21,2021-02-16,34208.0,179.0,1,1,False,2021
John Lewis: Good Trouble,,"Biographical Documentaries,Social & Cultural Documentaries,Political Documentaries,Documentaries",English,Movie,8.3,,1-2 hour,Dawn Porter,,"Ayanna Pressley, Anthony Johnson, Hillary Clinton, Elijah Cummings",PG,7.1,,70.0,3.0,8.0,,2020-07-03,2021-02-16,539.0,228.0,1,1,False,2021
Repo Man,,"Comedies,Independent Movies,Classic Movies","English, Spanish",Movie,4.2,,1-2 hour,Alex Cox,Alex Cox,"Olivia Barash, Tracey Walter, Harry Dean Stanton, Emilio Estevez",R,6.9,98.0,82.0,2.0,3.0,,1984-03-02,2021-02-16,33965.0,13500.0,6,2,False,2021
For Love of the Game,,"Romantic Dramas,Sports Movies,Dramas,Sports Dramas,Romantic Movies,Movies Based on Books,Romantic Favorites",English,Movie,2.6,,> 2 hrs,Sam Raimi,"Dana Stevens, Michael Shaara","Kelly Preston, Kevin Costner, John C. Reilly, Jena Malone",PG-13,6.6,46.0,43.0,,7.0,,1999-09-17,2021-02-16,31879.0,7823.0,9,1,False,2021
The Crew,,"TV Comedies,US TV Shows","English, Spanish",Series,4.7,,< 30 minutes,Michael Dinner,Barry Fanaro,"Burt Reynolds, Seymour Cassel, Dan Hedaya, Richard Dreyfuss",PG-13,5.7,20.0,37.0,1.0,,,2000-08-25,2021-02-16,4473.0,7480.0,36,2,False,2021
Sweethearts,,"Crime Comedies,Comedies,Thriller Movies,Crime Thrillers,German Movies,German Crime Movies,German Comedies",English,Movie,7.8,,1-2 hour,Aleks Horvat,Aleks Horvat,"Janeane Garofalo, Mitch Rouse, Bobcat Goldthwait, Margaret Cho",R,6.3,,,1.0,,,1997-10-10,2021-02-15,617.0,8529.0,2,1,False,2021
The Queen of Sin,,Thriller Movies,English,Movie,6.9,,1-2 hour,Jean-François Rivard,Laurie Finstad-Knizhnik,"Inga Cadranel, Richard de Klerk, Christa B. Allen, Amber Goldfarb",,4.2,,,,2.0,,2018-05-05,2021-02-15,386.0,1017.0,2,1,False,2021
Uppercut,,"Comedies,Italian Movies,Action Comedies",Italian,Movie,5.9,,1-2 hour,Michele Lupo,"Rainer Brandt, Marcello Fondato, Francesco Scardamaglia","Raimund Harmstorf, Nando Paone, Bud Spencer, Ottaviano Dell'Acqua",,6.8,,,2.0,,,1978-10-05,2021-02-15,4999.0,15474.0,2,1,False,2021
The Replacement Killers,,"Action & Adventure,Crime Films,Crime Action & Adventure,Gangster Films,Action Thrillers","English, Cantonese",Movie,2.3,,1-2 hour,Antoine Fuqua,Ken Sanzel,"Mira Sorvino, Michael Rooker, Kenneth Tsang, Yun-Fat Chow",R,6.2,36.0,42.0,,1.0,,1998-02-06,2021-02-15,26994.0,8410.0,1,2,False,2021
Then Came You,,"Comedies,Romantic Films",,Movie,3.1,,1-2 hour,Peter Hutchings,Fergal Rock,"Nina Dobrev, Maisie Williams, Asa Butterfield, Ken Jeong",,7.0,59.0,44.0,,,,2019-02-01,2021-02-15,9592.0,745.0,1,0,False,2021
Story of Women,,"Dramas,Period Pieces,Award-winning Dramas,French",French,Movie,7.0,,1-2 hour,Claude Chabrol,"Colo Tavernier, Claude Chabrol, Francis Szpiner","Marie Trintignant, François Cluzet, Nils Tavernier, Isabelle Huppert",,7.5,82.0,,13.0,7.0,,1990-02-01,2021-02-15,3928.0,11337.0,1,1,False,2021
The Flower of Evil,,"Dramas,French",French,Movie,6.8,,1-2 hour,Claude Chabrol,"Louise L. Lambrichs, Claude Chabrol, Caroline Eliacheff","Nathalie Baye, Suzanne Flon, Benoît Magimel, Bernard Le Coq",R,6.5,64.0,67.0,,2.0,,2003-02-19,2021-02-15,2966.0,6571.0,1,1,False,2021
The Swindle,,"Comedies,Thriller Movies,French","French, Hungarian, Italian, Swiss German, Latin",Movie,7.3,,1-2 hour,Claude Chabrol,Claude Chabrol,"Michel Serrault, François Cluzet, Jean-François Balmer, Isabelle Huppert",Not Rated,6.5,69.0,,3.0,1.0,,1997-10-24,2021-02-15,2177.0,8515.0,1,5,False,2021
Madame Bovary,,"Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Period Pieces,French","English, French, Latin, German",Movie,3.7,,> 2 hrs,Sophie Barthes,"Felipe Marino, Gustave Flaubert, Sophie Barthes","Logan Marshall-Green, Ezra Miller, Mia Wasikowska, Rhys Ifans",R,5.7,43.0,52.0,,2.0,,2015-06-12,2021-02-15,7708.0,2075.0,1,4,False,2021
LEnfer,,"Dramas,French",Greek,Movie,6.7,,1-2 hour,Babis Makridis,"Efthymis Filippou, Babis Makridis, George Giokas","Aris Servetalis, Lefteris Matthaiou, Makis Papadimitriou, Nota Tserniafski",Not Rated,5.5,25.0,,,8.0,,2012-02-23,2021-02-15,677.0,3280.0,1,1,False,2021
Betty,,"Dramas,Movies Based on Books,French",,Movie,7.6,,1-2 hour,,,"Kabrina Adams, Ajani Russell, Nina Moran, Dede Lovelace",TV-14,6.7,,,,1.0,,2020-05-01,2021-02-15,1411.0,290.0,1,0,False,2021
New Amsterdam,,"TV Dramas,US TV Shows,TV Shows Based on Books,Social Issue TV Dramas",English,Series,4.0,,< 30 minutes,,,"Jocko Sims, Ryan Eggold, Janet Montgomery, Freema Agyeman",TV-14,8.1,,,3.0,,,2018-09-25,2021-02-15,17422.0,874.0,23,1,False,2021
Wheel of Fortune,,"Reality TV,Competition Reality TV,US TV Shows,Family Watch Together TV",English,Series,7.0,,< 30 minutes,,Merv Griffin,"Charlie O'Donnell, Pat Sajak, Vanna White",TV-G,6.7,,,9.0,75.0,,1983-09-19,2021-02-15,2667.0,13664.0,35,1,False,2021
The Big Day,,"Reality TV,Wedding & Romance Reality TV,Indian TV Shows,Lifestyle",Danish,Series,7.5,,< 30 minutes,Morten Arnfred,Ina Bruhn,"Louise Mieritz, Christian Tafdrup, Frank Thiel, Henrik Prip",,5.4,,,,,,2005-03-18,2021-02-15,377.0,5813.0,36,1,False,2021
The Photograph,,"Romantic Dramas,Dramas,Independent Movies,Romantic Movies,US Movies",English,Movie,6.1,,1-2 hour,Stella Meghie,Stella Meghie,"Chanté Adams, Issa Rae, LaKeith Stanfield, Y'lan Noel",PG-13,6.0,,62.0,,4.0,,2020-02-14,2021-02-14,3853.0,366.0,1,1,False,2021
